,hyperlink
4991,https://github.com/fillorkill/bug_report/blob/main/XSS-1.md
4992,https://github.com/FiloSottile/nistec/commit/c58aa1223ccf3943513e1e661cebce95af137244
4993,https://github.com/FinleyTang/bug_report/blob/main/XSS-1.md
4994,https://github.com/FirebirdSQL/firebird/security/advisories/GHSA-6fv8-8rwr-9692
4995,https://github.com/fireblocks-labs/mpc-ecdsa-attacks-23
4996,https://github.com/fireblocks-labs/safeheron-gg20-exploit-poc
4997,https://github.com/fireblocks-labs/zengo-lindell17-exploit-poc
4998,https://github.com/firecracker-microvm/versionize/commit/a57a051ba006cfa3b41a0532f484df759e008d47
4999,https://github.com/firecracker-microvm/versionize/pull/53
5000,https://github.com/firecracker-microvm/versionize/security/advisories/GHSA-8vxc-r5wp-vgvc
5001,https://github.com/firefly-iii/firefly-iii/commit/68f398f97cbe1870fc098d8460bf903b9c3fab30
5002,https://github.com/firefly-iii/firefly-iii/commit/6b05c0fbd3e8c40ae9b24dc2698821786fccf0c5
5003,https://github.com/firefly-iii/firefly-iii/releases/tag/v6.1.1
5004,https://github.com/firmianay/security-issues/tree/main/app/cn.etouch.ecalendar
5005,https://github.com/firmianay/security-issues/tree/main/app/com.sdjictec.qdmetro
5006,https://github.com/FirmRec/IoT-Vulns/blob/main/netgear/http_passwd_auth/README.md
5007,https://github.com/FirmRec/IoT-Vulns/blob/main/netgear/http_passwd_smb_pass/README.md
5008,https://github.com/FirmRec/IoT-Vulns/blob/main/netgear/http_password_create_smb_cfg/README.md
5009,https://github.com/FirmRec/IoT-Vulns/blob/main/netgear/nvram_ssid/README.md
5010,https://github.com/FirmRec/IoT-Vulns/blob/main/tenda/addWifiMacFilter/README.md
5011,https://github.com/FirmRec/IoT-Vulns/blob/main/tenda/cloudv2_setaccount/README.md
5012,https://github.com/FirmRec/IoT-Vulns/blob/main/tenda/fmL7ProtForm/reprot.md
5013,https://github.com/FirmRec/IoT-Vulns/blob/main/tenda/formSetClientState/README.md
5014,https://github.com/FirmRec/IoT-Vulns/blob/main/tenda/formSetDeviceName/README.md
5015,https://github.com/FirmRec/IoT-Vulns/blob/main/tenda/formSetQosBand/README.md
5016,https://github.com/FirmRec/IoT-Vulns/blob/main/tenda/formSetSpeedWan/README.md
5017,https://github.com/FirmRec/IoT-Vulns/blob/main/tenda/formSetVirtualSer/README.md
5018,https://github.com/FirmRec/IoT-Vulns/blob/main/tenda/fromDhcpListClient/repot.md
5019,https://github.com/FirmRec/IoT-Vulns/blob/main/tenda/fromNatStaticSetting/report.md
5020,https://github.com/FirmRec/IoT-Vulns/blob/main/tenda/fromP2pListFilter/report.md
5021,https://github.com/FirmRec/IoT-Vulns/blob/main/tenda/fromqossetting/report.md
5022,https://github.com/FirmRec/IoT-Vulns/blob/main/tenda/fromRouteStatic/report.md
5023,https://github.com/FirmRec/IoT-Vulns/blob/main/tenda/fromSafeClientFilter/report.md
5024,https://github.com/FirmRec/IoT-Vulns/blob/main/tenda/fromSafeMacFilter/report.md
5025,https://github.com/FirmRec/IoT-Vulns/blob/main/tenda/fromSafeUrlFilter/report.md
5026,https://github.com/FirmRec/IoT-Vulns/blob/main/tenda/VirtualSer/README.md
5027,https://github.com/FirmRec/IoT-Vulns/blob/main/tp-link/postPlcJson/report.md
5028,https://github.com/FirmRec/IoT-Vulns/tree/main/netgear/upgrade_handler
5029,https://github.com/FirmRec/IoT-Vulns/tree/main/netgear/usb_remote_invite_password
5030,https://github.com/FirmRec/IoT-Vulns/tree/main/tenda/6801
5031,https://github.com/FirmRec/IoT-Vulns/tree/main/tenda/6901
5032,https://github.com/FirmRec/IoT-Vulns/tree/main/tenda/6902
5033,https://github.com/FirmRec/IoT-Vulns/tree/main/tenda/6903
5034,https://github.com/FirmRec/IoT-Vulns/tree/main/tenda/6904
5035,https://github.com/FirmRec/IoT-Vulns/tree/main/tenda/6905
5036,https://github.com/FirmRec/IoT-Vulns/tree/main/tenda/6907
5037,https://github.com/FirmRec/IoT-Vulns/tree/main/tenda/6908
5038,https://github.com/FirmRec/IoT-Vulns/tree/main/tenda/form_fast_setting_wifi_set
5039,https://github.com/FirmRec/IoT-Vulns/tree/main/tenda/formSafeEmailFilter
5040,https://github.com/FirmRec/IoT-Vulns/tree/main/tenda/formWrlsafeset
5041,https://github.com/FirmRec/IoT-Vulns/tree/main/tenda/frmL7ImForm
5042,https://github.com/FirmRec/IoT-Vulns/tree/main/tenda/fromSetIpBind
5043,https://github.com/FirmRec/IoT-Vulns/tree/main/tenda/fromSetWirelessRepeat
5044,https://github.com/FirmRec/IoT-Vulns/tree/main/tenda/saveParentControlInfo
5045,https://github.com/firsov/onlyoffice
5046,https://github.com/firsov/onlyoffice/blob/main/CVE-2023-34939-PoC.md
5047,https://github.com/Fishkey1/cms/commit/e9d294951ab2dd85709f1d12ad4747f25d326b1b
5048,https://github.com/Fishkey1/cms/tree/main
5049,https://github.com/fish-shell/fish-shell/commit/09986f5563e31e2c900a606438f1d60d008f3a14
5050,https://github.com/fish-shell/fish-shell/security/advisories/GHSA-2j9r-pm96-wp4f
5051,https://github.com/fit2cloud/rackshift/issues/79
5052,https://github.com/fivex3/CVE-2023-27035
5053,https://github.com/FixedOctocat/CVE-2024-25466/tree/main
5054,https://github.com/fixitc/cve/blob/main/sql.md
5055,https://github.com/flamejs/flame.js/commit/e6c49b5f6179e31a534b7c3264e1d36aa99728ac
5056,https://github.com/flamejs/flame.js/pull/209
5057,https://github.com/flarum/flarum-core/commit/ee8b3b4ad1413a2b0971fdd9e40f812d2a3a9d3a
5058,https://github.com/flarum/framework/commit/1761660c98ea5a3e9665fb8e6041d1f2ee62a444
5059,https://github.com/flarum/framework/commit/7d70328471cf3091d92d95c382d277aec7996176
5060,https://github.com/flarum/framework/commit/d1059c1cc79fe61f9538f3da55e8f42abbede570
5061,https://github.com/flarum/framework/security/advisories/GHSA-67c6-q4j4-hccg
5062,https://github.com/flarum/framework/security/advisories/GHSA-733r-8xcp-w9mr
5063,https://github.com/flarum/framework/security/advisories/GHSA-vhm8-wwrf-3gcw
5064,https://github.com/Flask-Middleware/flask-security
5065,https://github.com/flatlogic/react-dashboard
5066,https://github.com/flatlogic/react-dashboard/issues/65
5067,https://github.com/flatpak/flatpak/commit/409e34187de2b2b2c4ef34c79f417be698830f6c
5068,https://github.com/flatpak/flatpak/commit/6cac99dafe6003c8a4bd5666341c217876536869
5069,https://github.com/flatpak/flatpak/commit/7fe63f2e8f1fd2dafc31d45154cf0b191ebec66c
5070,https://github.com/flatpak/flatpak/commit/8e63de9a7d3124f91140fc74f8ca9ed73ed53be9
5071,https://github.com/flatpak/flatpak/security/advisories/GHSA-7qpw-3vjv-xrqp
5072,https://github.com/flatpak/flatpak/security/advisories/GHSA-h43h-fwqx-mpp8
5073,https://github.com/flatpressblog/flatpress/commit/0ee4f2e8a7b9276880b56858e408cc9c6643cc3b
5074,https://github.com/flatpressblog/flatpress/commit/264217f318a8852c4f3e34350d4a0e1363cdd727
5075,https://github.com/flatpressblog/flatpress/commit/3a32aad0dec5df24c6576d7567d4f2eadbfc75de
5076,https://github.com/flatpressblog/flatpress/commit/5d5c7f6d8f072d14926fc2c3a97cdd763802f170
5077,https://github.com/flatpressblog/flatpress/commit/5f23b4c2eac294cc0ba5e541f83a6f8a26f9fed1
5078,https://github.com/flatpressblog/flatpress/commit/d3f329496536dc99f9707f2f295d571d65a496f5
5079,https://github.com/flatpressblog/flatpress/commit/f6394eac7a0e001d2b1ac638d3313e531d19ea93
5080,https://github.com/Fliggyaaa/DeYue-remote-vehicle-management-system
5081,https://github.com/Fliggyaaa/jizhicmssql/
5082,https://github.com/Fliggyaaa/xss/
5083,https://github.com/FloeDesignTechnologies/phpcs-security-audit/blob/master/Security/Sniffs/BadFunctions/SystemExecFunctionsSniff.php
5084,https://github.com/floriangaerber/Magnesium-PHP/commit/500d340e1f6421007413cc08a8383475221c2604
5085,https://github.com/floriangaerber/Magnesium-PHP/releases/tag/v0.3.1
5086,https://github.com/fluent/fluent-bit/compare/v2.2.1...v2.2.2
5087,https://github.com/fluent/fluent-bit/pull/3100
5088,https://github.com/fluent/fluent-bit/pull/3115
5089,https://github.com/fluent/fluentd/issues/2722
5090,https://github.com/fluid-cloudnative/fluid/commit/77c8110a3d1ec077ae2bce6bd88d296505db1550
5091,https://github.com/fluid-cloudnative/fluid/commit/91c05c32db131997b5ca065e869c9918a125c149
5092,https://github.com/fluid-cloudnative/fluid/commit/e0184cff8790ad000c3e8943392c7f544fad7d66
5093,https://github.com/fluid-cloudnative/fluid/releases/tag/v0.8.6
5094,https://github.com/fluid-cloudnative/fluid/security/advisories/GHSA-93xx-cvmc-9w3v
5095,https://github.com/fluid-cloudnative/fluid/security/advisories/GHSA-wx8q-4gm9-rj2g
5096,https://github.com/flusity/flusity-CMS/commit/6943991c62ed87c7a57989a0cb7077316127def8
5097,https://github.com/flusity/flusity-CMS/commit/81252bc764e1de2422e79e36194bba1289e7a0a5
5098,https://github.com/flusity/flusity-CMS/commit/b99de3bd05677e8b61c04a70235faa6001556b3b
5099,https://github.com/flusity/flusity-CMS/issues/1
5100,https://github.com/flusity/flusity-CMS/issues/10
5101,https://github.com/flusity/flusity-CMS/issues/2
5102,https://github.com/flusity/flusity-CMS/issues/3
5103,https://github.com/flusity/flusity-CMS/issues/4
5104,https://github.com/flusity/flusity-CMS/issues/9
5105,https://github.com/flyasolo/File-Management-System
5106,https://github.com/flyteorg/flyteadmin/commit/b3177ef70f068e908140b8a4a9913dfa74f289fd
5107,https://github.com/flyteorg/flyteadmin/security/advisories/GHSA-r847-6w6h-r8g4
5108,https://github.com/flyyue2001/cve/blob/main/D-LINK%20-DAR-7000%E5%AD%98%E5%9C%A8sql%E6%B3%A8%E5%85%A5:sysmanage:edit_manageadmin.php.md
5109,https://github.com/flyyue2001/cve/blob/main/D-LINK%20-DAR-7000_sql_:sysmanage:editrole.php.md
5110,https://github.com/flyyue2001/cve/blob/main/D-LINK%20-DAR-7000_sql_workidajax.md
5111,https://github.com/flyyue2001/cve/blob/main/NS-ASG-bak-leakage.md
5112,https://github.com/flyyue2001/cve/blob/main/NS-ASG-sql-deleteonlineuser.md
5113,https://github.com/flyyue2001/cve/blob/main/NS-ASG-sql-index.md
5114,https://github.com/flyyue2001/cve/blob/main/NS-ASG-sql-laddfirewall.md
5115,https://github.com/flyyue2001/cve/blob/main/NS-ASG-sql-list_crl_conf.md
5116,https://github.com/flyyue2001/cve/blob/main/NS-ASG-sql-listloginfo.md
5117,https://github.com/flyyue2001/cve/blob/main/NS-ASG-sql-list_resource_icon.md
5118,https://github.com/flyyue2001/cve/blob/main/NS-ASG-sql-naccheck.md
5119,https://github.com/flyyue2001/cve/blob/main/NS-ASG-sql-singlelogin.md
5120,https://github.com/flyyue2001/cve/blob/main/smart_sql_updateos.md
5121,https://github.com/fmsdwifull/tp5cms/issues/8
5122,https://github.com/fnylad/SCSHOP/blob/main/semcms-1.md
5123,https://github.com/fobybus/social-media-skeleton/commit/344d798e82d6cc39844962c6d3cb2560f5907848
5124,https://github.com/fobybus/social-media-skeleton/commit/3cabdd35c3d874608883c9eaf9bf69b2014d25c1
5125,https://github.com/fobybus/social-media-skeleton/commit/6765d1109016e1f1d707ef47917927c7704e6428
5126,https://github.com/fobybus/social-media-skeleton/commit/99738b2cc5efb6a5739161c931daa43f99431e5a
5127,https://github.com/fobybus/social-media-skeleton/commit/df31da44ffed3ea065cbbadc3c8052d0d489a2ef
5128,https://github.com/fobybus/social-media-skeleton/pull/4
5129,https://github.com/fobybus/social-media-skeleton/security/advisories/GHSA-2jxx-r967-f76p
5130,https://github.com/fobybus/social-media-skeleton/security/advisories/GHSA-857x-p6fq-mgfh
5131,https://github.com/fobybus/social-media-skeleton/security/advisories/GHSA-873h-pqjx-3pwg
5132,https://github.com/fobybus/social-media-skeleton/security/advisories/GHSA-cr5c-ggwq-g4hq
5133,https://github.com/fobybus/social-media-skeleton/security/advisories/GHSA-rfmv-7m7g-v628
5134,https://github.com/Foddy/node-red-contrib-huemagic/issues/217
5135,https://github.com/FOGProject/fogproject/commit/2e2421f19620669b9930f72fb73a8dbc5efe4980
5136,https://github.com/FOGProject/fogproject/commit/68d73740d7d40aee77cfda3fb8199d58bf04f48b
5137,https://github.com/FOGProject/fogproject/commit/9125f35ff649a3e7fd7771b1c8e5add3c726f763
5138,https://github.com/FOGProject/fogproject/security/advisories/GHSA-8qg4-9363-873h
5139,https://github.com/FOGProject/fogproject/security/advisories/GHSA-cvf7-7mvq-5694
5140,https://github.com/FOGProject/fogproject/security/advisories/GHSA-ffp9-rhfm-98c2
5141,https://github.com/FoldingAtHome/fah-control/commit/9b619ae64443997948a36dda01b420578de1af77
5142,https://github.com/folio-org/mod-data-export-spring/commit/93aff4566bff59e30f4121b5a2bda5b0b508a446
5143,https://github.com/folio-org/mod-data-export-spring/security/advisories/GHSA-vf78-3q9f-92g3
5144,https://github.com/folio-org/mod-remote-storage/commit/57df495f76e9aa5be9ce7ce3a65f89b6dbcbc13b
5145,https://github.com/folio-org/mod-remote-storage/security/advisories/GHSA-m8v7-469p-5x89
5146,https://github.com/folio-org/spring-module-core/commit/d374a5f77e6b58e36f0e0e4419be18b95edcd7ff
5147,https://github.com/folio-org/spring-module-core/pull/39
5148,https://github.com/folio-org/spring-module-core/releases/tag/v2.0.0
5149,https://github.com/follow-redirects/follow-redirects/commit/c4f847f85176991f95ab9c88af63b1294de8649b
5150,https://github.com/follow-redirects/follow-redirects/issues/235
5151,https://github.com/follow-redirects/follow-redirects/pull/236
5152,https://github.com/follow-redirects/follow-redirects/security/advisories/GHSA-cxjh-pqwp-8mfp
5153,https://github.com/fontforge/fontforge/pull/5367
5154,https://github.com/fonttools/fonttools/commit/9f61271dc1ca82ed91f529b130fe5dc5c9bf1f4c
5155,https://github.com/fonttools/fonttools/releases/tag/4.43.0
5156,https://github.com/fonttools/fonttools/security/advisories/GHSA-6673-4983-2vx5
5157,https://github.com/foodcoopshop/foodcoopshop/commit/0d5bec5c4c22e1affe7fd321a30e3f3a4d99e808
5158,https://github.com/foodcoopshop/foodcoopshop/pull/972
5159,https://github.com/foodcoopshop/foodcoopshop/security/advisories/GHSA-jhww-fx2j-3rf7
5160,https://github.com/forem/forem
5161,https://github.com/forever-more-cjy/overflow/blob/main/LBT-T310%20Buffer%20overflow.md
5162,https://github.com/forget-code/zzcms/issues/6
5163,https://github.com/forsean/bug_report/blob/main/vendors/hemedy99/School%20Registration%20and%20Fee%20System/SQLi-1.md
5164,https://github.com/fortunate888/cve/blob/main/sql_inject_1.md
5165,https://github.com/forumone/wp-cfm/security/advisories/GHSA-2449-jmfc-gc7f
5166,https://github.com/fossbilling/fossbilling/commit/20c23b051eb690cb4ae60a257f6bb46eb3aae2d1
5167,https://github.com/fossbilling/fossbilling/commit/2ddb7438ee0d05f9a9d01555edcfed820960f114
5168,https://github.com/fossbilling/fossbilling/commit/47343fb58db5c17c14bc6941dacbeb9c96957351
5169,https://github.com/fossbilling/fossbilling/commit/56a64fefddf6a0b06304bdd443fdb0bb55423533
5170,https://github.com/fossbilling/fossbilling/commit/5eb516d4ebcb764db1b2edf9c8d0539e76ebde52
5171,https://github.com/fossbilling/fossbilling/commit/9402d6c4d44b77ccd68d98d1e6cedf782bd913dc
5172,https://github.com/fossbilling/fossbilling/commit/b65a75fcf70feaf547d414672f78d7cbe8a98e7e
5173,https://github.com/fossbilling/fossbilling/commit/b95f92554e5cb38bd0710c0f4b413c5adda6f617
5174,https://github.com/fossbilling/fossbilling/commit/b9c35a174750f1463aea86168524efce6cd48ef7
5175,https://github.com/fourcube/security-advisories/blob/main/security-advisories/20220320-tooljet.md
5176,https://github.com/fourcube/security-advisories/blob/main/security-advisories/20220321-tooljet-xss.md
5177,https://github.com/Fovker8/cve/blob/main/rce.md
5178,https://github.com/foxcpp/maddy/commit/55a91a37b71210f34f98f4d327c30308fe24399a
5179,https://github.com/foxcpp/maddy/commit/9f58cb64b39cdc01928ec463bdb198c4c2313a9c
5180,https://github.com/foxcpp/maddy/releases/tag/v0.6.3
5181,https://github.com/foxcpp/maddy/security/advisories/GHSA-4g76-w3xw-2x6w
5182,https://github.com/foxweb/pico/issues/31
5183,https://github.com/franciscop/translate/commit/7a2bf8b9f05f7c45c09683973ef4d8e995804aa4
5184,https://github.com/franciscop/translate/commit/cc1ba03078102f83e0503a96f1a081489bb865d3
5185,https://github.com/franciscop/translate/security/advisories/GHSA-882j-4vj5-7vmj
5186,https://github.com/francoisjacquet/rosariosis/commit/09d5afaa6be07688ca1a7ac3b755b5438109e986
5187,https://github.com/francoisjacquet/rosariosis/commit/6433946abfb34324616e833b1c00d0b2450753be
5188,https://github.com/frangoteam/FUXA
5189,https://github.com/Frank-Z7/z-vulnerabilitys/blob/main/jbig2dec-SEGV/jbig2dec-SEGV.md
5190,https://github.com/Frank-Z7/z-vulnerabilitys/blob/main/optipng-global-buffer-overflow1/optipng-global-buffer-overflow1.md
5191,https://github.com/frappe/frappe/commit/3dc5d2fcc7561dde181ba953009fe6e39d64e900
5192,https://github.com/frappe/frappe/pull/22339
5193,https://github.com/frappe/frappe/releases/tag/v13.46.1
5194,https://github.com/frappe/frappe/releases/tag/v14.20.0
5195,https://github.com/frappe/frappe/releases/tag/v14.59.0
5196,https://github.com/frappe/frappe/releases/tag/v15.5.0
5197,https://github.com/frappe/frappe/security/advisories/GHSA-53wh-f67g-9679
5198,https://github.com/frappe/frappe/security/advisories/GHSA-7p3m-h76m-hg9v
5199,https://github.com/frappe/frappe/security/advisories/GHSA-fxfv-7gwx-54jh
5200,https://github.com/frappe/frappe/security/advisories/GHSA-hq5v-q29v-7rcw
5201,https://github.com/frappe/frappe/security/advisories/GHSA-j2w9-8xrr-7g98
5202,https://github.com/frappe/lms/commit/5614a6203fb7d438be8e2b1e3030e4528d170ec4
5203,https://github.com/frappe/lms/security/advisories/GHSA-wvq3-3wvp-6x63
5204,https://github.com/free5gc/free5gc/issues/482
5205,https://github.com/free5gc/free5gc/issues/483
5206,https://github.com/free5gc/free5gc/issues/496
5207,https://github.com/free5gc/free5gc/issues/497
5208,https://github.com/free5gc/free5gc/issues/501
5209,https://github.com/free5gc/udm/compare/v1.1.1...v1.2.0
5210,https://github.com/free5gc/udm/pull/20
5211,https://github.com/freebsd/freebsd-src/commit/5dd76dd0cc19450133aa379ce0ce4a68ae07fb39#diff-afdf514b32ac88004952c11660c57bc96c3d8b2234007c1cbd8d7ed7fd7935cc
5212,https://github.com/freedomofpress/dangerzone/pull/491
5213,https://github.com/freedomofpress/dangerzone/releases/tag/v0.4.2
5214,https://github.com/freedomofpress/dangerzone/security/advisories/GHSA-pvwq-6vpp-2632
5215,https://github.com/freedomofpress/securedrop/compare/2.5.0...2.5.1
5216,https://github.com/freeglut/freeglut/pull/155
5217,https://github.com/FreeOpcUa/opcua-asyncio/commit/2be7ce80df05de8d6c6ae1ebce6fa2bb7147844a
5218,https://github.com/FreeOpcUa/opcua-asyncio/commit/b4106dfd5037423c9d1810b48a97296b59cde513
5219,https://github.com/FreeOpcUa/opcua-asyncio/commit/f6603daa34a93a658f0e176cb0b9ee5a6643b262
5220,https://github.com/FreeOpcUa/opcua-asyncio/issues/1013
5221,https://github.com/FreeOpcUa/opcua-asyncio/issues/1014
5222,https://github.com/FreeOpcUa/opcua-asyncio/pull/1015
5223,https://github.com/FreeOpcUa/opcua-asyncio/pull/1039
5224,https://github.com/FreeOpcUa/opcua-asyncio/releases/tag/v0.9.96
5225,https://github.com/FreeRDP/FreeRDP/blob/2252d53001d9ce8a452f0a0a5b1f5ed9db6d57f1/libfreerdp/codec/zgfx.c#L256-L261
5226,https://github.com/FreeRDP/FreeRDP/blob/2252d53001d9ce8a452f0a0a5b1f5ed9db6d57f1/libfreerdp/codec/zgfx.c#L334-L355
5227,https://github.com/FreeRDP/FreeRDP/blob/5be5553e0da72178a4b94cc1ffbdace9ceb153e5/libfreerdp/codec/clear.c#L612-L618
5228,https://github.com/FreeRDP/FreeRDP/blob/5be5553e0da72178a4b94cc1ffbdace9ceb153e5/libfreerdp/codec/clear.c#L843-L845
5229,https://github.com/FreeRDP/FreeRDP/blob/5be5553e0da72178a4b94cc1ffbdace9ceb153e5/libfreerdp/codec/h264.c#L413-L427
5230,https://github.com/FreeRDP/FreeRDP/blob/5be5553e0da72178a4b94cc1ffbdace9ceb153e5/libfreerdp/codec/include/bitmap.c#L94-L113
5231,https://github.com/FreeRDP/FreeRDP/blob/5be5553e0da72178a4b94cc1ffbdace9ceb153e5/libfreerdp/codec/nsc.c#L115-L175
5232,https://github.com/FreeRDP/FreeRDP/blob/5be5553e0da72178a4b94cc1ffbdace9ceb153e5/libfreerdp/codec/progressive.c#L2598-L2616
5233,https://github.com/FreeRDP/FreeRDP/blob/5be5553e0da72178a4b94cc1ffbdace9ceb153e5/libfreerdp/primitives/prim_YUV.c#L414-L445
5234,https://github.com/FreeRDP/FreeRDP/blob/63a2f65618748c12f79ff7450d46c6e194f2db76/include/freerdp/primary.h#L186-L196
5235,https://github.com/FreeRDP/FreeRDP/blob/63a2f65618748c12f79ff7450d46c6e194f2db76/libfreerdp/codec/rfx.c#L994-L996
5236,https://github.com/FreeRDP/FreeRDP/blob/63a2f65618748c12f79ff7450d46c6e194f2db76/libfreerdp/core/orders.c#L1503-L1504
5237,https://github.com/FreeRDP/FreeRDP/blob/63a2f65618748c12f79ff7450d46c6e194f2db76/libfreerdp/gdi/gdi.c#L723C1-L758
5238,https://github.com/FreeRDP/FreeRDP/blob/63a2f65618748c12f79ff7450d46c6e194f2db76/libfreerdp/gdi/gfx.c#L1219-L1239
5239,https://github.com/FreeRDP/FreeRDP/blob/fee2b10ba1154f952769a53eb608f044782e22f8/libfreerdp/gdi/gfx.c#L1156-L1165
5240,https://github.com/FreeRDP/FreeRDP/commit/16141a30f983dd6f7a6e5b0356084171942c9416
5241,https://github.com/FreeRDP/FreeRDP/commit/939e922936e9c3ae8fc204968645e5e7563a2fff
5242,https://github.com/FreeRDP/FreeRDP/commit/aeac3040cc99eeaff1e1171a822114c857b9dca9
5243,https://github.com/FreeRDP/FreeRDP/commit/cd1da25a87358eb3b5512fd259310e95b19a05ec
5244,https://github.com/FreeRDP/FreeRDP/commit/d6f9d33a7db0b346195b6a15b5b99944ba41beee
5245,https://github.com/FreeRDP/FreeRDP/commit/e204fc8be5a372626b13f66daf2abafe71dbc2dc
5246,https://github.com/FreeRDP/FreeRDP/security/advisories/GHSA-2w9f-8wg4-8jfp
5247,https://github.com/FreeRDP/FreeRDP/security/advisories/GHSA-422p-gj6x-93cw
5248,https://github.com/FreeRDP/FreeRDP/security/advisories/GHSA-9w28-wwj5-p4xq
5249,https://github.com/FreeRDP/FreeRDP/security/advisories/GHSA-c3r2-pxxp-f8r6
5250,https://github.com/FreeRDP/FreeRDP/security/advisories/GHSA-c6vw-92h9-5w9v
5251,https://github.com/FreeRDP/FreeRDP/security/advisories/GHSA-gc34-mw6m-g42x
5252,https://github.com/FreeRDP/FreeRDP/security/advisories/GHSA-hcj4-3c3r-5j3v
5253,https://github.com/FreeRDP/FreeRDP/security/advisories/GHSA-hg53-9j9h-3c8f
5254,https://github.com/FreeRDP/FreeRDP/security/advisories/GHSA-hm8c-rcjg-c8qp
5255,https://github.com/FreeRDP/FreeRDP/security/advisories/GHSA-hvwj-vmg6-2f5h
5256,https://github.com/FreeRDP/FreeRDP/security/advisories/GHSA-mxp4-rx7x-h2g8
5257,https://github.com/FreeRDP/FreeRDP/security/advisories/GHSA-pwf9-v5p9-ch4f
5258,https://github.com/FreeRDP/FreeRDP/security/advisories/GHSA-q5v5-qhj5-mh6m
5259,https://github.com/FreeRDP/FreeRDP/security/advisories/GHSA-q9x9-cqjc-rgwq
5260,https://github.com/FreeRDP/FreeRDP/security/advisories/GHSA-rjhp-44rv-7v59
5261,https://github.com/FreeRDP/FreeRDP/security/advisories/GHSA-rrrv-3w42-pffh
5262,https://github.com/FreeRDP/FreeRDP/security/advisories/GHSA-whwr-qcf2-2mvj
5263,https://github.com/FreeRDP/FreeRDP/security/advisories/GHSA-x3x5-r7jm-5pq2
5264,https://github.com/FreeRTOS/FreeRTOS-Kernel/releases/tag/V10.6.2
5265,https://github.com/FreeRTOS/FreeRTOS-Kernel/security/advisories/GHSA-xcv7-v92w-gq6r
5266,https://github.com/freescout-helpdesk/freescout/commit/33639a89554998dcac645613130a27ac7872605e
5267,https://github.com/freescout-helpdesk/freescout/security/advisories/GHSA-7p9x-ch4c-vqj9
5268,https://github.com/freescout-helpdesk/freescout/security/advisories/GHSA-7wcq-2qmv-mvcm
5269,https://github.com/freescout-helpdesk/freescout/security/advisories/GHSA-fffc-phh8-5h4v
5270,https://github.com/freeswitch/sofia-sip/security/advisories/GHSA-rm4c-ccvf-ff9c
5271,https://github.com/FreshRSS/FreshRSS/commit/075cf4c800063e3cc65c3d41a9c23222e8ebb554
5272,https://github.com/FreshRSS/FreshRSS/security/advisories/GHSA-8vvv-jxg6-8578
5273,https://github.com/friendica/friendica/issues/13877
5274,https://github.com/friendica/friendica/issues/13884
5275,https://github.com/FriendsOfPHP/security-advisories/blob/e26be423c5bcfdb38478d2f92d1f928c15afb561/composer/composer/CVE-2015-8371.yaml
5276,https://github.com/FriendsOfPHP/security-advisories/blob/master/contao/core/CVE-2018-5478.yaml
5277,https://github.com/FriendsOfPHP/security-advisories/blob/master/symfony/security-bundle/CVE-2022-24895.yaml
5278,https://github.com/FriendsOfPHP/security-advisories/blob/master/symfony/ux-autocomplete/CVE-2023-41336.yaml
5279,https://github.com/FriendsOfPHP/security-advisories/blob/master/yiisoft/yii2-dev/CVE-2015-5467.yaml
5280,https://github.com/friends-of-presta/security-advisories/blob/main/_posts/2023-11-09-newsletterpop.md
5281,https://github.com/friends-of-presta/security-advisories/blob/main/_posts/2024-02-29-prestasalesmanager.md
5282,https://github.com/friends-of-presta/security-advisories/blob/main/_posts/2024-02-29-productdesigner-22.md
5283,https://github.com/friends-of-presta/security-advisories/blob/main/_posts/2024-02-29-productdesigner-502.md
5284,https://github.com/friends-of-presta/security-advisories/blob/main/_posts/2024-02-29-productdesigner-918.md
5285,https://github.com/friends-of-presta/security-advisories/blob/main/_posts/2024-02-29-simpleimportproduct.md
5286,https://github.com/friends-of-presta/security-advisories/blob/main/_posts/2024-02-29-soflexibilite.md
5287,https://github.com/friends-of-presta/security-advisories/blob/main/_posts/2024-02-29-supernewsletter.md
5288,https://github.com/FriendsOfSymfony1/symfony1/commit/0bd9d59c69221f49bfc8be8b871b79e12d7d171a
5289,https://github.com/FriendsOfSymfony1/symfony1/commit/edb850f94fb4de18ca53d0d1824910d6e8130166
5290,https://github.com/FriendsOfSymfony1/symfony1/security/advisories/GHSA-pv9j-c53q-h433
5291,https://github.com/FriendsOfSymfony1/symfony1/security/advisories/GHSA-wjv8-pxr6-5f4r
5292,https://github.com/frohoff/ysoserial/pull/68/files
5293,https://github.com/frostming/unearth/blob/eca170d9370ac5032f2e497ee9b1b63823d3fe0f/src/unearth/evaluator.py#L215-L229
5294,https://github.com/froxlor/froxlor/commit/03b5a921ff308eeab21bf9d240f27783c8591965
5295,https://github.com/froxlor/froxlor/commit/1679675aa1c29d24344dd2e091ff252accb111d6
5296,https://github.com/froxlor/froxlor/commit/464216072456efb35b4541c58e7016463dfbd9a6
5297,https://github.com/froxlor/froxlor/commit/4711a414360782fe4fc94f7c25027077cbcdf73d
5298,https://github.com/Froxlor/Froxlor/commit/4b1846883d4828962add91bd844596d89a9c7cac
5299,https://github.com/froxlor/froxlor/commit/6777fbf229200f4fd566022e186548391219ab23
5300,https://github.com/froxlor/froxlor/commit/94d9c3eedf31bc8447e3aa349e32880dde02ee52
